"id","metric","value","yr","n_pixels"
503,"area",2.79,1996,68012
504,"area",0.09,1996,68012
505,"area",0.18,1996,68012
506,"area",0.72,1996,68012
507,"area",0.27,1996,68012
508,"area",16.47,1996,68012
509,"area",0.09,1996,68012
510,"area",0.63,1996,68012
511,"area",9.54,1996,68012
512,"area",0.63,1996,68012
513,"area",0.18,1996,68012
514,"area",0.99,1996,68012
515,"area",0.09,1996,68012
516,"area",0.18,1996,68012
517,"area",0.18,1996,68012
518,"area",0.09,1996,68012
519,"area",0.09,1996,68012
520,"area",0.09,1996,68012
521,"area",0.09,1996,68012
522,"area",0.09,1996,68012
523,"area",0.09,1996,68012
524,"area",29.25,1996,68012
525,"area",0.18,1996,68012
526,"area",1.53,1996,68012
527,"area",1.08,1996,68012
528,"area",129.51,1996,68012
529,"area",0.09,1996,68012
530,"area",1.08,1996,68012
531,"area",0.09,1996,68012
532,"area",0.45,1996,68012
533,"area",1.8,1996,68012
534,"area",215.46,1996,68012
535,"area",2.07,1996,68012
536,"area",0.27,1996,68012
537,"area",0.27,1996,68012
538,"area",0.36,1996,68012
539,"area",4.14,1996,68012
540,"area",0.09,1996,68012
541,"area",0.18,1996,68012
542,"area",0.27,1996,68012
543,"area",0.09,1996,68012
544,"area",1.08,1996,68012
545,"area",0.27,1996,68012
546,"area",0.81,1996,68012
547,"area",48.06,1996,68012
548,"area",0.09,1996,68012
549,"area",0.63,1996,68012
550,"area",0.27,1996,68012
551,"area",0.27,1996,68012
552,"area",0.09,1996,68012
553,"area",0.18,1996,68012
554,"area",0.09,1996,68012
555,"area",0.09,1996,68012
556,"area",0.72,1996,68012
557,"area",2.16,1996,68012
558,"area",0.18,1996,68012
559,"area",0.18,1996,68012
560,"area",0.09,1996,68012
561,"area",0.18,1996,68012
562,"area",6.84,1996,68012
563,"area",0.09,1996,68012
564,"area",0.72,1996,68012
565,"area",0.36,1996,68012
566,"area",0.09,1996,68012
567,"area",1.17,1996,68012
568,"area",2.79,1996,68012
569,"area",0.27,1996,68012
570,"area",0.09,1996,68012
571,"area",0.18,1996,68012
572,"area",0.18,1996,68012
573,"area",0.27,1996,68012
574,"area",28.44,1996,68012
575,"area",0.09,1996,68012
576,"area",2.07,1996,68012
577,"area",25.65,1996,68012
578,"area",0.18,1996,68012
579,"area",0.45,1996,68012
580,"area",0.27,1996,68012
581,"area",0.09,1996,68012
582,"area",0.99,1996,68012
583,"area",1.89,1996,68012
584,"area",1.35,1996,68012
585,"area",209.52,1996,68012
586,"area",0.72,1996,68012
587,"area",0.09,1996,68012
588,"area",0.09,1996,68012
589,"area",0.09,1996,68012
590,"area",0.27,1996,68012
591,"area",0.09,1996,68012
592,"area",0.18,1996,68012
593,"area",0.18,1996,68012
